NewTV炫舞未来[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000000515/index.m3u8?,1000000001000000515
天津卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000000831/index.m3u8?,1000000001000000831
重庆卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000001096/index.m3u8?,1000000001000001096
CCTV-12[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000001640/index.m3u8?,1000000001000001640
CCTV-6[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000001737/index.m3u8?,1000000001000001737
江苏卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000001828/index.m3u8?,1000000001000001828
北京冬奥纪实[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000001910/index.m3u8?,1000000001000001910
黑龙江卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000001925/index.m3u8?,1000000001000001925
辽宁卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000001945/index.m3u8?,1000000001000001945
天津卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000003475/index.m3u8?,1000000001000003475
CCTV-8[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000003736/index.m3u8?,1000000001000003736
哒啵赛事[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000003775/index.m3u8?,1000000001000003775
江苏卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000004684/index.m3u8?,1000000001000004684
CCTV-5[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000004794/index.m3u8?,1000000001000004794
东方卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000005866/index.m3u8?,1000000001000005866
NewTV魅力潇湘[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000006197/index.m3u8?,1000000001000006197
哒啵赛事[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000006906/index.m3u8?,1000000001000006906
NewTV超级电视剧[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000008139/index.m3u8?,1000000001000008139
CCTV-14[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000008170/index.m3u8?,1000000001000008170
黑龙江卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000009082/index.m3u8?,1000000001000009082
湖南卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000009115/index.m3u8?,1000000001000009115
NewTV超级体育[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000009204/index.m3u8?,1000000001000009204
深圳卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000009227/index.m3u8?,1000000001000009227
NewTV超级体育[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000009601/index.m3u8?,1000000001000009601
浙江卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000009806/index.m3u8?,1000000001000009806
湖北卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000010355/index.m3u8?,1000000001000010355
纪实人文[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000010606/index.m3u8?,1000000001000010606
CCTV-3[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000011218/index.m3u8?,1000000001000011218
深圳卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000011645/index.m3u8?,1000000001000011645
CCTV-2[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000012442/index.m3u8?,1000000001000012442
山东卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000012807/index.m3u8?,1000000001000012807
NewTV超级电影[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000012884/index.m3u8?,1000000001000012884
CCTV-3[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000013682/index.m3u8?,1000000001000013682
江西卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000013731/index.m3u8?,1000000001000013731
广东卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000014176/index.m3u8?,1000000001000014176
浙江卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000014260/index.m3u8?,1000000001000014260
CCTV-9[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000014583/index.m3u8?,1000000001000014583
CCTV-6[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000016466/index.m3u8?,1000000001000016466
北京卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000017156/index.m3u8?,1000000001000017156
CCTV-7[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000017218/index.m3u8?,1000000001000017218
CCTV-1[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000018602/index.m3u8?,1000000001000018602
CCTV-5+[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000020505/index.m3u8?,1000000001000020505
安徽卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000020780/index.m3u8?,1000000001000020780
北京卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000021288/index.m3u8?,1000000001000021288
CCTV-14[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000021349/index.m3u8?,1000000001000021349
CCTV-1[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000021973/index.m3u8?,1000000001000021973
CCTV-2[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000023315/index.m3u8?,1000000001000023315
CCTV-10[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000023734/index.m3u8?,1000000001000023734
CCTV-7[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000024341/index.m3u8?,1000000001000024341
湖北卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000024621/index.m3u8?,1000000001000024621
NewTV超级综艺[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000025771/index.m3u8?,1000000001000025771
CCTV-9[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000028286/index.m3u8?,1000000001000028286
广东卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000028357/index.m3u8?,1000000001000028357
北京冬奥纪实[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000028380/index.m3u8?,1000000001000028380
贵州卫视[785*576],http://39.136.35.136:8080/000000001000/1000000001000028689/index.m3u8?,1000000001000028689
贵州卫视[785*576],http://39.136.35.136:8080/000000001000/1000000001000029344/index.m3u8?,1000000001000029344
安徽卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000030159/index.m3u8?,1000000001000030159
东方卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000030202/index.m3u8?,1000000001000030202
CCTV-8[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000031433/index.m3u8?,1000000001000031433
CCTV-12[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000032494/index.m3u8?,1000000001000032494
湖南卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000001000032695/index.m3u8?,1000000001000032695
哈哈炫动[768*576],http://39.136.35.136:8080/000000001000/1000000002000000172/index.m3u8?,1000000002000000172
KAKU少儿[1047*576],http://39.136.35.136:8080/000000001000/1000000002000002413/index.m3u8?,1000000002000002413
贵州卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000003169/index.m3u8?,1000000002000003169
陕西卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000007495/index.m3u8?,1000000002000007495
CCTV-15[1920*1080],http://39.136.35.136:8080/000000001000/1000000002000008163/index.m3u8?,1000000002000008163
东南卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000002000009263/index.m3u8?,1000000002000009263
CGTN[768*576],http://39.136.35.136:8080/000000001000/1000000002000009569/index.m3u8?,1000000002000009569
南方卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000011619/index.m3u8?,1000000002000011619
金鹰纪实[768*576],http://39.136.35.136:8080/000000001000/1000000002000011724/index.m3u8?,1000000002000011724
青海卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000013359/index.m3u8?,1000000002000013359
西藏卫视[785*576],http://39.136.35.136:8080/000000001000/1000000002000015894/index.m3u8?,1000000002000015894
金鹰卡通[1047*576],http://39.136.35.136:8080/000000001000/1000000002000016601/index.m3u8?,1000000002000016601
四川卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000016825/index.m3u8?,1000000002000016825
甘肃卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000017827/index.m3u8?,1000000002000017827
重庆卫视[1920*1080],http://39.136.35.136:8080/000000001000/1000000002000018937/index.m3u8?,1000000002000018937
CCTV-11[1920*1080],http://39.136.35.136:8080/000000001000/1000000002000019789/index.m3u8?,1000000002000019789
广西卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000019837/index.m3u8?,1000000002000019837
山西卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000021220/index.m3u8?,1000000002000021220
CCTV-13[1920*1080],http://39.136.35.136:8080/000000001000/1000000002000021303/index.m3u8?,1000000002000021303
海南卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000023773/index.m3u8?,1000000002000023773
云南卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000024694/index.m3u8?,1000000002000024694
嘉佳卡通[1023*576],http://39.136.35.136:8080/000000001000/1000000002000025964/index.m3u8?,1000000002000025964
CETV-1[768*576],http://39.136.35.136:8080/000000001000/1000000002000027253/index.m3u8?,1000000002000027253
吉林卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000027730/index.m3u8?,1000000002000027730
新疆卫视[768*576],http://39.136.35.136:8080/000000001000/1000000002000029441/index.m3u8?,1000000002000029441
宁夏卫视[785*576],http://39.136.35.136:8080/000000001000/1000000002000031451/index.m3u8?,1000000002000031451
CCTV-4[1920*1080],http://39.136.35.136:8080/000000001000/1000000002000031664/index.m3u8?,1000000002000031664
纯享4K,http://39.136.35.136:8080/000000001000/1000000004000011651/index.m3u8?,1000000004000011651
风尚购物[1920*1080],http://39.136.35.136:8080/000000001000/1000000005000018408/index.m3u8?,1000000005000018408
CCTV-17[1920*1080],http://39.136.35.136:8080/000000001000/1000000005000056836/index.m3u8?,1000000005000056836
CCTV-17[1920*1080],http://39.136.35.136:8080/000000001000/1000000005000056836/index.m3u8?,1000000005000056836
五星体育[1920*1080],http://39.136.35.136:8080/000000001000/4612233678249154892/index.m3u8?,4612233678249154892
天津卫视[1920*1080],http://39.136.35.136:8080/000000001000/4966692255080753870/index.m3u8?,4966692255080753870
辽宁卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000001000008940/index.m3u8?,5000000001000008940
北京卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000011502/index.m3u8?,5000000010000011502
浙江卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000017320/index.m3u8?,5000000010000017320
五星体育[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000017540/index.m3u8?,5000000010000017540
江苏卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000018509/index.m3u8?,5000000010000018509
湖北卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000022140/index.m3u8?,5000000010000022140
深圳卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000024026/index.m3u8?,5000000010000024026
第一财经[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000027146/index.m3u8?,5000000010000027146
山东卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000027763/index.m3u8?,5000000010000027763
广东卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000030417/index.m3u8?,5000000010000030417
湖南卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000030452/index.m3u8?,5000000010000030452
上海外语[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000030951/index.m3u8?,5000000010000030951
龙江卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000031107/index.m3u8?,5000000010000031107
东方影视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000032212/index.m3u8?,5000000010000032212
东方卫视[1920*1080],http://39.136.35.136:8080/000000001000/5000000010000032246/index.m3u8?,5000000010000032246
CCTV-10[1920*1080],http://39.136.35.136:8080/000000001000/5505774374187257095/index.m3u8?,5505774374187257095
风尚音乐HD,http://39.136.35.136:8080/000000001000/5529729098703832176/index.m3u8?,5529729098703832176
CCTV-14[1920*1080],http://39.136.35.136:8080/000000001000/5554452538079056392/index.m3u8?,5554452538079056392
NewTV明星大片[1920*1080],http://39.136.35.136:8080/000000001000/5595720619887440144/index.m3u8?,5595720619887440144
江西卫视[1920*1080],http://39.136.35.136:8080/000000001000/5616078396620462481/index.m3u8?,5616078396620462481
亚洲影院[1920*1080],http://39.136.35.136:8080/000000001000/5841816227539527643/index.m3u8?,5841816227539527643
NewTV功夫[1920*1080],http://39.136.35.136:8080/000000001000/5897056882324761054/index.m3u8?,5897056882324761054
上海ICSHD,http://39.136.35.136:8080/000000001000/6032059665143203976/index.m3u8?,6032059665143203976
东南卫视[1920*1080],http://39.136.35.136:8080/000000001000/6058511135162408190/index.m3u8?,6058511135162408190
NewTV农业致富[1920*1080],http://39.136.35.136:8080/000000001000/6193684637634073625/index.m3u8?,6193684637634073625
NewTV精品记录[1920*1080],http://39.136.35.136:8080/000000001000/6298506997017621594/index.m3u8?,6298506997017621594
NewTV家庭剧场[1920*1080],http://39.136.35.136:8080/000000001000/6316377948248689070/index.m3u8?,6316377948248689070
NewTV金牌综艺[1920*1080],http://39.136.35.136:8080/000000001000/6399725674632152632/index.m3u8?,6399725674632152632
CCTV-12[1920*1080],http://39.136.35.136:8080/000000001000/6417486185316863297/index.m3u8?,6417486185316863297
NewTV精品体育[1920*1080],http://39.136.35.136:8080/000000001000/6460382139625130259/index.m3u8?,6460382139625130259
黑莓动画[1920*1080],http://39.136.35.136:8080/000000001000/6497762188035533951/index.m3u8?,6497762188035533951
NewTV潮妈辣婆[1920*1080],http://39.136.35.136:8080/000000001000/6516734029835465177/index.m3u8?,6516734029835465177
CCTV-6[1920*1080],http://39.136.35.136:8080/000000001000/6705015643145867202/index.m3u8?,6705015643145867202
CCTV-8[1920*1080],http://39.136.35.136:8080/000000001000/6718199708332952607/index.m3u8?,6718199708332952607
上海都市[1920*1080],http://39.136.35.136:8080/000000001000/6789517052815334336/index.m3u8?,6789517052815334336
上海娱乐[1920*1080],http://39.136.35.136:8080/000000001000/6789517052815334336/index.m3u8?,6789517052815334336
NewTV惊悚[1920*1080],http://39.136.35.136:8080/000000001000/7151256057701199617/index.m3u8?,7151256057701199617
CCTV-3[1920*1080],http://39.136.35.136:8080/000000001000/7583927553614607925/index.m3u8?,7583927553614607925
NewTV海外[1920*1080],http://39.136.35.136:8080/000000001000/7681593242002292003/index.m3u8?,7681593242002292003
NewTV精品大剧[1920*1080],http://39.136.35.136:8080/000000001000/7882297361445410858/index.m3u8?,7882297361445410858
NewTV动作电影[1920*1080],http://39.136.35.136:8080/000000001000/8103864434730665389/index.m3u8?,8103864434730665389
CCTV-5[1920*1080],http://39.136.35.136:8080/000000001000/8134369599538150431/index.m3u8?,8134369599538150431
精品剧场HD,http://39.136.35.136:8080/000000001000/8230197131234717902/index.m3u8?,8230197131234717902
CCTV-1[1920*1080],http://39.136.35.136:8080/000000001000/8380729188125675257/index.m3u8?,8380729188125675257
NewTV爱情喜剧[1920*1080],http://39.136.35.136:8080/000000001000/8393829412396288037/index.m3u8?,8393829412396288037
安徽卫视[1920*1080],http://39.136.35.136:8080/000000001000/8519359625922101359/index.m3u8?,8519359625922101359
生活时尚HD,http://39.136.35.136:8080/000000001000/8538616372715313491/index.m3u8?,8538616372715313491
黑莓电影[1920*1080],http://39.136.35.136:8080/000000001000/8785669936177902664/index.m3u8?,8785669936177902664
CCTV-7[1920*1080],http://39.136.35.136:8080/000000001000/9021776916726275968/index.m3u8?,9021776916726275968
CCTV-2[1920*1080],http://39.136.35.136:8080/000000001000/9059700522149664924/index.m3u8?,9059700522149664924
CCTV-10[1920*1080],http://39.136.35.136:8080/000000001000/9092756522938817434/index.m3u8?,9092756522938817434
